L,runtime,status,solve_s
0.0,8236857085.12,2,10.026030033826828
4000.0,8236869085.12,2,7.14574907720089
10000.0,8236887085.12,2,8.485111003741622
250000.0,8237607085.12,2,25.301000410690904
500000.0,8238357085.12,2,6.522624984383583
1000000.0,8240613038.2,2,8.402573551982641
