nodeId,commHash,commId,rank,nRanks,pid
005071,0xbe674165c4e958a7,0x7a5bc335c0d90e5a,0,1,265866
005071,0x30e3cdcb299dd9a1,0x65cd32271b148681,0,1,265865
005071,0x548912e17e2b867f,0x2ade3ec9a4c82b76,0,1,265863
005064,0x5536c7d9bd44d567,0x68397d93bb6f627d,24,128,220256
005064,0x5536c7d9bd44d567,0x68397d93bb6f627d,25,128,220257
005064,0x5536c7d9bd44d567,0x68397d93bb6f627d,26,128,220258
005064,0x5536c7d9bd44d567,0x68397d93bb6f627d,27,128,220259
005064,0xb135db1b302698db,0x74d556b19ca81a51,0,1,220257
005064,0x75acafb84b02a24c,0x88e9cc6d2dad4499,0,1,220259
005064,0xb50c43324c92c463,0x98ef8fedaaf85982,0,1,220258
005064,0x23f978f7d3db5d49,0x271a0b26c05a6803,0,1,220256
005064,0x2d781de58a6079e7,0xe7d12636594460c0,27,128,220259
005064,0x2d781de58a6079e7,0xe7d12636594460c0,25,128,220257
005064,0x2d781de58a6079e7,0xe7d12636594460c0,24,128,220256
005064,0x2d781de58a6079e7,0xe7d12636594460c0,26,128,220258
005064,0x4b3e7c2061a44df1,0x7902ced11dcc62d3,0,1,220257
005064,0x97de61045ffc3125,0x4f69ecf5661b169e,0,1,220256
005064,0xf95a1d680e7d400f,0x3471b9d3e79e3062,0,1,220258
005064,0x65fd2cca3b18cac9,0x842f18f7aba584cc,0,1,220259
005098,0x5536c7d9bd44d567,0x68397d93bb6f627d,123,128,167003
005098,0x5536c7d9bd44d567,0x68397d93bb6f627d,122,128,167002
005098,0x5536c7d9bd44d567,0x68397d93bb6f627d,120,128,167000
005098,0x5536c7d9bd44d567,0x68397d93bb6f627d,121,128,167001
005098,0xb06fcdd0306b2515,0x141f032fb7d101a4,0,1,167003
005098,0x7422fb6a3498b444,0xc5074c61f13e49c0,0,1,167002
005098,0x2764a02bfd798819,0x841cb4bb52c5b5ee,0,1,167000
005098,0xb6acda38d9812f82,0x2c543618c7ed63a5,0,1,167001
005098,0x2d781de58a6079e7,0xe7d12636594460c0,123,128,167003
005098,0x2d781de58a6079e7,0xe7d12636594460c0,122,128,167002
005098,0x2d781de58a6079e7,0xe7d12636594460c0,120,128,167000
