L,runtime
0,4911806139.200001
5000,4911846139.200001
10000,4911886139.200001
15000,4911926139.200001
20000,4911966139.200001
25000,4912006139.200001
30000,4912046139.200001
35000,4912086139.200001
40000,4912126139.200001
45000,4912166139.200001
50000,4912206139.200001
55000,4912246139.200001
60000,4912286139.200001
65000,4912326139.200001
70000,4912366139.200001
75000,4912406139.200001
80000,4912446139.200001
85000,4912486139.200001
90000,4912526139.200001
95000,4912566139.200001
100000,4912606139.200001
105000,4912646139.200001
110000,4912686139.200001
115000,4912726139.200001
120000,4912766139.200001
125000,4912806139.200001
130000,4912846139.200001
135000,4912886139.200001
140000,4912926139.200001
145000,4912966139.200001
150000,4913006139.200001
155000,4913046139.200001
160000,4913086139.200001
165000,4913126139.200001
170000,4913166139.200001
175000,4913206139.200001
180000,4913246139.200001
185000,4913286139.200001
190000,4913326139.200001
195000,4913366139.200001
200000,4913406139.200001
205000,4913446139.200001
210000,4913486139.200001
215000,4913526139.200001
220000,4913566139.200001
225000,4913606139.200001
230000,4913646139.200001
235000,4913686139.200001
240000,4913726139.200001
245000,4913766139.200001
250000,4913806139.200001
255000,4913846139.200001
260000,4913886139.200001
265000,4913926139.200001
270000,4913966139.200001
275000,4914006139.200001
280000,4914046139.200001
285000,4914088970.997121
290000,4914137366.794241
295000,4914188332.031361
300000,4914245797.26848
305000,4914305797.26848
310000,4914365797.26848
315000,4914425797.26848
320000,4914485797.26848
325000,4914545797.26848
330000,4914605797.26848
335000,4914665797.26848
340000,4914725797.26848
345000,4914785797.26848
350000,4914845797.26848
355000,4914905797.26848
360000,4914965797.26848
365000,4915025797.26848
370000,4915085797.26848
375000,4915145797.26848
380000,4915205797.26848
385000,4915265797.26848
390000,4915325797.26848
395000,4915385797.26848
400000,4915445797.26848
405000,4915505797.26848
410000,4915565797.26848
415000,4915625797.26848
420000,4915685797.26848
425000,4915747142.3456
430000,4915816847.42272
435000,4915886847.42272
440000,4915956847.42272
445000,4916026847.42272
450000,4916096847.42272
455000,4916166847.42272
460000,4916236847.42272
465000,4916306847.42272
470000,4916376847.42272
475000,4916446847.42272
480000,4916516847.42272
485000,4916586847.42272
490000,4916656847.42272
495000,4916726847.42272
500000,4916796847.42272
505000,4916866847.42272
510000,4916936847.42272
515000,4917006847.42272
520000,4917076847.42272
525000,4917146847.42272
530000,4917216847.42272
535000,4917286847.42272
540000,4917356847.42272
545000,4917426847.42272
550000,4917496847.42272
555000,4917566847.42272
560000,4917636847.42272
565000,4917706847.42272
570000,4917776847.42272
575000,4917846847.42272
580000,4917916847.42272
585000,4917986847.42272
590000,4918056847.42272
595000,4918133566.53696
600000,4918213566.53696
605000,4918293566.53696
610000,4918373566.53696
615000,4918453566.53696
620000,4918533566.53696
625000,4918613566.53696
630000,4918693566.53696
635000,4918773566.53696
640000,4918853566.53696
645000,4918933566.53696
650000,4919013566.53696
655000,4919093566.53696
660000,4919173566.53696
665000,4919253566.53696
670000,4919333566.53696
675000,4919413566.53696
680000,4919493566.53696
685000,4919573566.53696
690000,4919653566.53696
695000,4919733566.53696
700000,4919813566.53696
705000,4919893566.53696
710000,4919973566.53696
715000,4920053566.53696
720000,4920133566.53696
725000,4920213566.53696
730000,4920293566.53696
735000,4920373566.53696
740000,4920453566.53696
745000,4920533566.53696
750000,4920613566.53696
755000,4920693566.53696
760000,4920773566.53696
765000,4920853566.53696
770000,4920933566.53696
775000,4921013566.53696
780000,4921093566.53696
785000,4921173566.53696
790000,4921253566.53696
795000,4921333566.53696
800000,4921413566.53696
805000,4921493566.53696
810000,4921573566.53696
815000,4921653566.53696
820000,4921733566.53696
825000,4921813566.53696
830000,4921893566.53696
835000,4921973566.53696
840000,4922053566.53696
845000,4922133566.53696
850000,4922213566.53696
855000,4922293566.53696
860000,4922373566.53696
865000,4922453566.53696
870000,4922533566.53696
875000,4922613566.53696
880000,4922693566.53696
885000,4922773566.53696
890000,4922853566.53696
895000,4922933566.53696
900000,4923013566.53696
905000,4923093566.53696
910000,4923173566.53696
915000,4923253566.53696
920000,4923333566.53696
925000,4923413566.53696
930000,4923493566.53696
935000,4923573566.53696
940000,4923653566.53696
945000,4923733566.53696
950000,4923813566.53696
955000,4923893566.53696
960000,4923973566.53696
965000,4924053566.53696
970000,4924133566.53696
975000,4924213566.53696
980000,4924293566.53696
985000,4924373566.53696
990000,4924453566.53696
995000,4924533566.53696
1000000,4924613566.53696
