L,runtime,status,solve_s
0.0,10570046.07999996,2,0.04095197299920983
4000.0,10574046.07999996,2,0.010203786000602122
10000.0,10580046.07999996,2,0.0038398199994844617
250000.0,11761536.901439996,2,0.9711892510003963
500000.0,19761536.90143999,2,0.010234057000161556
1000000.0,35761536.901439905,2,0.003780077000556048
