L,runtime,status,solve_s
0.0,6057369088.719999,2,3.027491558343172
4000.0,6057441088.719999,2,17.058290665969253
10000.0,6057549088.719999,2,8.219153022393584
250000.0,6061869088.719999,2,37.923271460458636
500000.0,6066369088.719999,2,2.0285333395004272
1000000.0,6075369088.719999,2,2.1000134348869324
