L,runtime
0,4861194
50000,6337557
100000,7900544
150000,9470683
200000,11134945
250000,12474449
300000,14202993
350000,15725205
400000,17261006
450000,19098926
500000,20253621
550000,21784392
600000,23380901
650000,24980901
700000,26580901
750000,28180901
800000,29780901
850000,31380901
900000,32980901
950000,34580901
1000000,36180901
