lgs_L_ns,composite_L_ns,lgs_runtime_ns,composite_runtime_ns,abs_diff_ns,rel_diff
0.0,-0.4340026474001206,30041022281.0,29985256478.81289,-55765802.1871109,0.0018563217211945884
4000.0,4999.5659973526,30064263935.0,30029777468.653965,-34486466.346035,0.0011470916574108038
10000.0,10000.0,30116627049.0,30079873072.324722,-36753976.67527771,0.0012203882133108295
