L,runtime,status,solve_s
0.0,4983863043.199998,2,3.5064550638198853
4000.0,4984083043.199998,2,6.489713318645954
10000.0,4984413043.199998,2,6.644814847037196
250000.0,4997831427.239999,2,25.498774118721485
500000.0,5011831427.239999,2,2.3055154718458652
1000000.0,5039831427.239999,2,2.417160142213106
