bw_gbps,G_inter_ns_per_byte,runtime_ns,runtime_ms,runtime_s
10.0,0.8,10564052653.0,10564.052653,10.564052653000001
12.733802,0.6282491277938828,10564052653.0,10564.052653,10.564052653000001
16.214971,0.4933712184869156,10564052653.0,10564.052653,10.564052653000001
20.647824,0.3874500286325571,10564052653.0,10564.052653,10.564052653000001
26.29253,0.30426893113747516,10564052653.0,10564.052653,10.564052653000001
33.480387,0.2389458640367568,10564052653.0,10564.052653,10.564052653000001
42.633262,0.18764691287286436,10564052653.0,10564.052653,10.564052653000001
54.288352,0.1473612608465256,10564052653.0,10564.052653,10.564052653000001
69.129713,0.11572447870570504,10564052653.0,10564.052653,10.564052653000001
88.028408,0.09087975327237544,10564052653.0,10564.052653,10.564052653000001
112.093633,0.07136890638561068,10564052653.0,10564.052653,10.564052653000001
142.737813,0.056046816410168766,10564052653.0,10564.052653,10.564052653000001
181.759506,0.04401420413191484,10564052653.0,10564.052653,10.564052653000001
231.448957,0.034564856561440455,10564052653.0,10564.052653,10.564052653000001
294.72252,0.02714417615593135,10564052653.0,10564.052653,10.564052653000001
375.293823,0.02131663115595697,10564052653.0,10564.052653,10.564052653000001
477.891725,0.016740193607662907,10564052653.0,10564.052653,10.564052653000001
608.537863,0.013146264984336726,10564052653.0,10564.052653,10.564052653000001
774.900069,0.010323911843657352,10564052653.0,10564.052653,10.564052653000001
986.742408,0.008107485738061032,10564052653.0,10564.052653,10.564052653000001
1256.498251,0.006366901023247027,10564052653.0,10564.052653,10.564052653000001
1600.0,0.005,10564052653.0,10564.052653,10.564052653000001
