L,runtime
0,9383578965.76
5000,9383638965.76
10000,9383698965.76
15000,9383758965.76
20000,9383818965.76
25000,9383878965.76
30000,9383938965.76
35000,9383998965.76
40000,9384058965.76
45000,9384118965.76
50000,9384178965.76
55000,9384238965.76
60000,9384298965.76
65000,9384358965.76
70000,9384418965.76
75000,9384478965.76
80000,9384538965.76
85000,9384598965.76
90000,9384658965.76
95000,9384718965.76
100000,9384778965.76
105000,9384838965.76
110000,9384914655.485441
115000,9385043571.70816
120000,9385208319.93088
125000,9385388319.93088
130000,9385568319.93088
135000,9385748319.93088
140000,9385928319.93088
145000,9386108319.93088
150000,9386288319.93088
155000,9386468319.93088
160000,9386648319.93088
165000,9386828319.93088
170000,9387008319.93088
175000,9387188319.93088
180000,9387385084.6336
185000,9387595084.6336
190000,9387805084.6336
195000,9388015084.6336
200000,9388225084.6336
205000,9388435084.6336
210000,9388645084.6336
215000,9388855084.6336
220000,9389065084.6336
225000,9389275084.6336
230000,9389485084.6336
235000,9389695084.6336
240000,9389905084.6336
245000,9390115084.6336
250000,9390325084.6336
255000,9390535084.6336
260000,9390745084.6336
265000,9390955084.6336
270000,9391165084.6336
275000,9391375084.6336
280000,9391585084.6336
285000,9391795084.6336
290000,9392005084.6336
295000,9392215084.6336
300000,9392425084.6336
305000,9392635084.6336
310000,9392845084.6336
315000,9393055084.6336
320000,9393265084.6336
325000,9393475084.6336
330000,9393685084.6336
335000,9393895084.6336
340000,9394105084.6336
345000,9394328180.21632
350000,9394568180.21632
355000,9394808180.21632
360000,9395048180.21632
365000,9395288180.21632
370000,9395528180.21632
375000,9395768180.21632
380000,9396008180.21632
385000,9396248180.21632
390000,9396488180.21632
395000,9396728180.21632
400000,9396968180.21632
405000,9397208180.21632
410000,9397448180.21632
415000,9397688180.21632
420000,9397928180.21632
425000,9398168180.21632
430000,9398408180.21632
435000,9398648180.21632
440000,9398888180.21632
445000,9399128180.21632
450000,9399368180.21632
455000,9399608180.21632
460000,9399848180.21632
465000,9400088180.21632
470000,9400328180.21632
475000,9400568180.21632
480000,9400808180.21632
485000,9401048180.21632
490000,9401288180.21632
495000,9401528180.21632
500000,9401768180.21632
505000,9402008180.21632
510000,9402248180.21632
515000,9402488180.21632
520000,9402728180.21632
525000,9402968180.21632
530000,9403208180.21632
535000,9403448180.21632
540000,9403688180.21632
545000,9403928180.21632
550000,9404168180.21632
555000,9404408180.21632
560000,9404648180.21632
565000,9404888180.21632
570000,9405128180.21632
575000,9405368180.21632
580000,9405608180.21632
585000,9405848180.21632
590000,9406088180.21632
595000,9406328180.21632
600000,9406568180.21632
605000,9406808180.21632
610000,9407048180.21632
615000,9407288180.21632
620000,9407528180.21632
625000,9407768180.21632
630000,9408008180.21632
635000,9408248180.21632
640000,9408488180.21632
645000,9408728180.21632
650000,9408968180.21632
655000,9409208180.21632
660000,9409448180.21632
665000,9409688180.21632
670000,9409928180.21632
675000,9410168180.21632
680000,9410408180.21632
685000,9410648180.21632
690000,9410888180.21632
695000,9411128180.21632
700000,9411368180.21632
705000,9411608180.21632
710000,9411848180.21632
715000,9412088180.21632
720000,9412328180.21632
725000,9412568180.21632
730000,9412808180.21632
735000,9413048180.21632
740000,9413288180.21632
745000,9413528180.21632
750000,9413768180.21632
755000,9414008180.21632
760000,9414248180.21632
765000,9414488180.21632
770000,9414728180.21632
775000,9414968180.21632
780000,9415208180.21632
785000,9415448180.21632
790000,9415688180.21632
795000,9415928180.21632
800000,9416168180.21632
805000,9416408180.21632
810000,9416648180.21632
815000,9416888180.21632
820000,9417128180.21632
825000,9417368180.21632
830000,9417608180.21632
835000,9417848180.21632
840000,9418088180.21632
845000,9418328180.21632
850000,9418568180.21632
855000,9418808180.21632
860000,9419048180.21632
865000,9419288180.21632
870000,9419528180.21632
875000,9419768180.21632
880000,9420008180.21632
885000,9420248180.21632
890000,9420488180.21632
895000,9420728180.21632
900000,9420968180.21632
905000,9421208180.21632
910000,9421448180.21632
915000,9421688180.21632
920000,9421928180.21632
925000,9422168180.21632
930000,9422408180.21632
935000,9422648180.21632
940000,9422888180.21632
945000,9423128180.21632
950000,9423368180.21632
955000,9423608180.21632
960000,9423848180.21632
965000,9424088180.21632
970000,9424328180.21632
975000,9424568180.21632
980000,9424808180.21632
985000,9425048180.21632
990000,9425288180.21632
995000,9425528180.21632
1000000,9425768180.21632
