G,runtime
0.0,3419950276
0.01,3429532771
0.02,3434329372
0.03,3438263818
0.04,3448174829
0.05,3462728332
0.06,3478776295
0.07,3496583467
0.08,3517644790
0.09,3532592822
0.1,3560578639
0.11,3589508117
0.12,3606774099
0.13,3623006200
0.14,3637581028
0.15,3659997813
0.16,3681898964
