actual,expected,rows,runtime_ms_L0,runtime_ms_L500k,runtime_ms_L1M,max_abs_ms,mean_abs_ms,max_rel_pct,mean_rel_pct
old_dev_comp,packaged_comp,201,841.3713406,1010.7935463600004,1362.682080800002,257.7097807414365,129.933813884148,15.904164101162763,10.068463777211061
oldprogram_replay,packaged_comp,201,841.3870306,1011.0897723600003,1362.432282800002,257.9595787414365,129.8818258907152,15.919580001842636,10.063072085632422
clean_hist_mode,packaged_comp,201,841.3872336000001,1011.1622753600004,1361.8940698000022,258.49779174143646,129.9793296154913,15.952794992165288,10.069139072360251
clean_current_default,packaged_comp,201,641.5499467999999,921.2173502252816,1312.4156961196816,307.976165421757,238.09969642436926,23.786524336520557,20.619650048018748
clean_current_nic_streams,packaged_comp,201,831.1068816000001,1000.8819233600004,1351.6137178000022,268.7781437414365,140.2596816154913,16.587231158131992,10.98225817755302
oldprogram_replay,old_dev_comp,201,841.3870306,1011.0897723600003,1362.432282800002,0.296226,0.13649676955224507,0.030356823914259878,0.012436663988884232
clean_hist_mode,old_dev_comp,201,841.3872336000001,1011.1622753600004,1361.8940698000022,0.788011,0.21722278965175865,0.06364155029450978,0.018858429347078397
