L,expected_runtime,actual_runtime,abs_diff,rel_diff_pct
10.0,16107012947.600002,16107009855.600002,-3092.0,-1.9196607155274672e-05
13.061898807009952,12345624534.139263,12345621014.139263,-3520.0,-2.8512125816447522e-05
17.061320044456814,9465964124.02464,9465985372.02464,21248.0,0.0002244673624535775
22.28532359347056,7261348085.099511,7261341949.099511,-6136.0,-8.450221540255374e-05
29.108864165938385,5573521269.117096,5573530165.117096,8896.0,0.00015961184268359702
38.02170381224854,4281341018.828196,4281343542.828196,2524.0,5.89534911818545e-05
49.66356476656952,3292081760.1927567,3292062752.1927567,-19008.0,-0.000577385417028253
64.87004573763163,2534696717.377682,2534710117.377682,13400.0,0.000528662853750141
84.73259730310517,1954859038.386377,1954861638.386377,2600.0,0.00013300191721988045
110.67686116282844,1510943770.9310193,1510939408.9310193,-4362.0,-0.00028869373459954804
144.5649960786355,1171096722.6155715,1171092340.6155715,-4382.0,-0.00037417917029202135
188.8293349814929,910909545.2672496,910912965.2672496,3420.0,0.0003754489145238471
246.6469665323245,711720518.2369667,711711202.2369667,-9316.0,-0.0013089407655517732
322.1677717901194,559218091.0339671,559219125.0339671,1034.0,0.00018490102816383927
420.812283400242,442456013.5100038,442474851.5100038,18838.0,0.004257598365667615
549.6607462520756,353088364.310849,353081262.310849,-7102.0,-0.0020113945170245257
717.9613045730187,285254757.82918644,285234333.54002714,-20424.289159297943,-0.007160017001899833
937.793790768162,246366005.7287996,245932374.3795058,-433631.3492937982,-0.1760110320460124
1224.9367596856,230660966.97036496,231654662.59095612,993695.6205911636,0.43080354411192273
1600.0,229424759.84,230891509.48639995,1466749.646399945,0.6393161956115159
