L,runtime,status,solve_s
0.0,8095930766.36,2,48.56781222485006
4000.0,8095966766.36,2,32.4391630012542
10000.0,8096020766.36,2,35.45850042626262
250000.0,8098489444.599999,2,335.49038671143353
500000.0,8102749011.76,2,34.83085907995701
1000000.0,8117232628.68,2,417.13143238797784
