filename,bytes,mtime,sha256,public_url,classification
nsys_report_nid007657_153302.nsys-rep,34717824,2026-03-19T20:12:47+01:00,5a7da03a9205b7fba3c1f7a0806336991d0a9adfc054ee482f809bc64e851c12,http://storage2.spcl.ethz.ch/traces/ai/llama/Llama7B_N4_GPU16_TP1_PP1_DP16_BS32_1iter/raw_nsys/nsys_report_nid007657_153302.nsys-rep,exact_observed_7b_input
nsys_report_nid007660_285413.nsys-rep,34236621,2026-03-19T20:12:48+01:00,322fc57e139465fb5876d464e1c7be2a73fa90d289c55063ca6d0ff181d6aed2,http://storage2.spcl.ethz.ch/traces/ai/llama/Llama7B_N4_GPU16_TP1_PP1_DP16_BS32_1iter/raw_nsys/nsys_report_nid007660_285413.nsys-rep,exact_observed_7b_input
nsys_report_nid007661_196350.nsys-rep,33715402,2026-03-19T20:12:46+01:00,22acd2caba2b7e1367d47a379f645284540a60c5541ea4004ef7a1f1d0df8298,http://storage2.spcl.ethz.ch/traces/ai/llama/Llama7B_N4_GPU16_TP1_PP1_DP16_BS32_1iter/raw_nsys/nsys_report_nid007661_196350.nsys-rep,exact_observed_7b_input
nsys_report_nid007662_294007.nsys-rep,34188161,2026-03-19T20:12:45+01:00,a139d0daf2c0357524d486f07a888d133de99aa1baff42dd4973ca7ff0666a80,http://storage2.spcl.ethz.ch/traces/ai/llama/Llama7B_N4_GPU16_TP1_PP1_DP16_BS32_1iter/raw_nsys/nsys_report_nid007662_294007.nsys-rep,exact_observed_7b_input
