target_latency_ns,node_count,gpu_count,input_class,goal_source,goal_available,goal_size_mb,sidecar_source,sidecar_available,sidecar_size_mb,hw_status,hw_ms_max,hw_ms_mean,hw_rank_count,collective_rows,collective_instances,composite_lp_status,composite_lp_source,composite_lp_t0_ms,composite_lp_target_ms,lgs_status,lgs_source,lgs_t0_ms,lgs_target_ms,monolithic_lp_status,monolithic_lp_source,monolithic_lp_t0_ms,monolithic_lp_target_ms,monolithic_lp_metadata_source,monolithic_lp_wall_s,monolithic_lp_rss_mb,monolithic_lp_num_vertices,monolithic_lp_num_edges,monolithic_lp_num_vars,monolithic_lp_num_constraints,composite_lp_vs_hw_pct,lgs_vs_hw_pct,monolithic_lp_vs_hw_pct
4000.0,16,64,scratch_real_grok,/mnt/scratch/GrokStudy/repo/workspaces/grok/N16/analysis/output.goal,True,555.236159,/mnt/scratch/GrokStudy/repo/output/grok_n16/output.comm-dep,True,147.903555,ok,9961.440575,9743.210504046874,64.0,12224,/mnt/scratch/GrokStudy/repo/workspaces/grok/N16/analysis/collective_instances.csv,ok,/home/hpcuser/SC_Tracing/data/revalidation/grok_N16_composite_regen/comp/sweeps/composed_runtime.csv,9383.57896576,9383.62696576,ok,/mnt/scratch/GrokStudy/repo/output/grok_n16/lgs/sweeps/lgs_runtime.csv,9618.171592,9618.225332799999,ok,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N16_points/full_runtime.csv,9413.175872800024,9413.343872800024,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N16_points/full_runtime.csv.json,604.936673249118,13518.7109375,8512334.0,12647238.0,4682808.0,9903517.0,-5.800502496497601,-3.4454378321681824,-5.502183123749416
4000.0,32,128,scratch_real_grok,/mnt/scratch/GrokStudy/repo/workspaces/grok/N32/analysis/output.goal,True,2447.547529,/mnt/scratch/GrokStudy/repo/output/grok_n32/output.comm-dep,True,785.578653,ok,9459.764749,9279.54984383594,128.0,26752,/mnt/scratch/GrokStudy/repo/workspaces/grok/N32/analysis/collective_instances.csv,ok,/home/hpcuser/SC_Tracing/data/revalidation/grok_N32_composite_regen/comp/sweeps/composed_runtime.csv,8391.006182982715,8391.481384905786,ok,/mnt/scratch/GrokStudy/repo/output/grok_n32/lgs/sweeps/lgs_runtime.csv,9497.306315,9499.00511516,ok,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N32_points/full_runtime.csv,8675.906752909195,8675.906752909195,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N32_points/full_runtime.csv.json,2785.429124770686,55521.14453125,35242350.0,53195238.0,21484472.0,46948317.0,-11.292916816003723,0.41481334051302127,-8.286231390412397
4000.0,64,256,scratch_real_grok,/mnt/scratch/GrokStudy/repo/workspaces/grok/N64/analysis/output.goal,True,7981.195082,/home/hpcuser/SC_Tracing/data/revalidation/grok_N64_commdep_lgs/comm_dep.csv,True,493.713839,ok,9562.007008,9378.000752085938,256.0,53504,/mnt/scratch/GrokStudy/repo/workspaces/grok/N64/analysis/collective_instances.csv,ok,/mnt/scratch/GrokStudy/repo/output/grok_n64/comp/sweeps/composed_runtime.csv,8584.10299556,8584.19099556,ok,/mnt/scratch/GrokStudy/repo/output/grok_n64/lgs/sweeps/lgs_runtime.csv,9717.271068,9716.89887248,ok,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N64_points/full_runtime.csv,8957.498348559751,8957.498348559751,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N64_points/full_runtime.csv.json,8683.910354339518,172911.4296875,113546844.0,167055798.0,66550365.0,145994946.0,-10.226054128823748,1.619867715537232,-6.321985111854555
4000.0,128,512,scratch_real_grok,/mnt/scratch/GrokStudy/repo/workspaces/grok/N128/analysis/output.goal,True,16154.585595,,False,,ok,8530.95149,8348.795374404297,512.0,107008,/mnt/scratch/GrokStudy/repo/workspaces/grok/N128/analysis/collective_instances.csv,ok,/mnt/scratch/GrokStudy/repo/output/grok_n128/comp/sweeps/composed_runtime.csv,8136.229072240002,8137.504277104,nonpositive_curve,/mnt/scratch/GrokStudy/repo/output/grok_n128/lgs/sweeps/lgs_runtime.csv,,,missing,,,,,,,,,,,-4.611996837131232,,
4000.0,512,2048,packaged_large_composite_only,,False,,,False,,ok_packaged_summary,8824.132669,8824.132669,,209,/home/hpcuser/SC_Tracing/data/output/grok_final/grok_N512_summary.csv,ok,/home/hpcuser/SC_Tracing/data/output/grok_final/grok_N512_latency_sweep.csv,7554.101562,7554.101562,missing,,,,missing,,,,,,,,,,,-14.392701862492823,,
4000.0,1024,4096,packaged_large_composite_only,,False,,,False,,ok_packaged_summary,11661.603806,11661.603806,,209,/home/hpcuser/SC_Tracing/data/output/grok_final/grok_N1024_summary.csv,ok,/home/hpcuser/SC_Tracing/data/output/grok_final/grok_N1024_latency_sweep.csv,10564.13452,10564.13452,missing,,,,missing,,,,,,,,,,,-9.410963571197144,,
10000.0,4,16,scratch_real_grok,/mnt/scratch/GrokStudy/repo/workspaces/grok/N4/analysis/output.goal,True,223.91982,/home/hpcuser/SC_Tracing/data/revalidation/grok_N4_commdep/comm_dep.csv,True,10.092226,ok,6202.184032,6071.8563526875,16.0,7312,/mnt/scratch/GrokStudy/repo/workspaces/grok/N4/analysis/collective_instances.csv,ok,/home/hpcuser/SC_Tracing/data/revalidation/grok_N4_composite_regen/comp/sweeps/composed_runtime.csv,6077.368111600001,6077.4281116,ok,/mnt/scratch/GrokStudy/repo/output/grok_n4/lgs/sweeps/lgs_runtime.csv,6125.269758,6125.3199032,ok,/home/hpcuser/SC_Tracing/data/revalidation/grok_N4_lp/full_runtime.csv,6057.369088719997,6057.549088719999,,,,,,,,-2.011483692781851,-1.239307450462958,-2.332000187897693
10000.0,8,32,scratch_real_grok,/mnt/scratch/GrokStudy/repo/workspaces/grok/N8/analysis/output.goal,True,246.07617,/mnt/scratch/GrokStudy/repo/output/grok_n8/output.comm-dep,True,58.614521,ok,5257.040015,5043.1025236875,32.0,7520,/mnt/scratch/GrokStudy/repo/workspaces/grok/N8/analysis/collective_instances.csv,ok,/home/hpcuser/SC_Tracing/data/revalidation/grok_N8_composite_regen/comp/sweeps/composed_runtime.csv,4911.806139200001,4911.886139200001,ok,/mnt/scratch/GrokStudy/repo/output/grok_n8/lgs/sweeps/lgs_runtime.csv,5085.724246,5085.8089284,ok,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N8/sweeps/full_runtime.csv,5126.011872893279,5131.401086479999,,,,,,,,-6.56555542311197,-3.2571767784042596,-2.3899176753745954
10000.0,16,64,scratch_real_grok,/mnt/scratch/GrokStudy/repo/workspaces/grok/N16/analysis/output.goal,True,555.236159,/mnt/scratch/GrokStudy/repo/output/grok_n16/output.comm-dep,True,147.903555,ok,9961.440575,9743.210504046874,64.0,12224,/mnt/scratch/GrokStudy/repo/workspaces/grok/N16/analysis/collective_instances.csv,ok,/home/hpcuser/SC_Tracing/data/revalidation/grok_N16_composite_regen/comp/sweeps/composed_runtime.csv,9383.57896576,9383.69896576,ok,/mnt/scratch/GrokStudy/repo/output/grok_n16/lgs/sweeps/lgs_runtime.csv,9618.171592,9618.305944,target_outside_range_0_4000,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N16_points/full_runtime.csv,9413.175872800024,,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N16_points/full_runtime.csv.json,604.936673249118,13518.7109375,8512334.0,12647238.0,4682808.0,9903517.0,-5.799779709472391,-3.4446285998147492,
10000.0,32,128,scratch_real_grok,/mnt/scratch/GrokStudy/repo/workspaces/grok/N32/analysis/output.goal,True,2447.547529,/mnt/scratch/GrokStudy/repo/output/grok_n32/output.comm-dep,True,785.578653,ok,9459.764749,9279.54984383594,128.0,26752,/mnt/scratch/GrokStudy/repo/workspaces/grok/N32/analysis/collective_instances.csv,ok,/home/hpcuser/SC_Tracing/data/revalidation/grok_N32_composite_regen/comp/sweeps/composed_runtime.csv,8391.006182982715,8392.195185386554,ok,/mnt/scratch/GrokStudy/repo/output/grok_n32/lgs/sweeps/lgs_runtime.csv,9497.306315,9501.5533154,target_outside_range_4000_4000,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N32_points/full_runtime.csv,8675.906752909195,,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N32_points/full_runtime.csv.json,2785.429124770686,55521.14453125,35242350.0,53195238.0,21484472.0,46948317.0,-11.28537116873123,0.44175058797754985,
10000.0,64,256,scratch_real_grok,/mnt/scratch/GrokStudy/repo/workspaces/grok/N64/analysis/output.goal,True,7981.195082,/home/hpcuser/SC_Tracing/data/revalidation/grok_N64_commdep_lgs/comm_dep.csv,True,493.713839,ok,9562.007008,9378.000752085938,256.0,53504,/mnt/scratch/GrokStudy/repo/workspaces/grok/N64/analysis/collective_instances.csv,ok,/mnt/scratch/GrokStudy/repo/output/grok_n64/comp/sweeps/composed_runtime.csv,8584.10299556,8584.32299556,ok,/mnt/scratch/GrokStudy/repo/output/grok_n64/lgs/sweeps/lgs_runtime.csv,9717.271068,9716.340579200001,target_outside_range_4000_4000,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N64_points/full_runtime.csv,8957.498348559751,,/home/hpcuser/SC_Tracing/data/revalidation/grok_node_scaling/monolithic_N64_points/full_runtime.csv.json,8683.910354339518,172911.4296875,113546844.0,167055798.0,66550365.0,145994946.0,-10.22467366549749,1.6140290534286201,
10000.0,128,512,scratch_real_grok,/mnt/scratch/GrokStudy/repo/workspaces/grok/N128/analysis/output.goal,True,16154.585595,,False,,ok,8530.95149,8348.795374404297,512.0,107008,/mnt/scratch/GrokStudy/repo/workspaces/grok/N128/analysis/collective_instances.csv,ok,/mnt/scratch/GrokStudy/repo/output/grok_n128/comp/sweeps/composed_runtime.csv,8136.229072240002,8139.41807832,nonpositive_curve,/mnt/scratch/GrokStudy/repo/output/grok_n128/lgs/sweeps/lgs_runtime.csv,,,missing,,,,,,,,,,,-4.589563217408467,,
10000.0,512,2048,packaged_large_composite_only,,False,,,False,,ok_packaged_summary,8824.132669,8824.132669,,209,/home/hpcuser/SC_Tracing/data/output/grok_final/grok_N512_summary.csv,ok,/home/hpcuser/SC_Tracing/data/output/grok_final/grok_N512_latency_sweep.csv,7554.101562,7554.101562,missing,,,,missing,,,,,,,,,,,-14.392701862492823,,
10000.0,1024,4096,packaged_large_composite_only,,False,,,False,,ok_packaged_summary,11661.603806,11661.603806,,209,/home/hpcuser/SC_Tracing/data/output/grok_final/grok_N1024_summary.csv,ok,/home/hpcuser/SC_Tracing/data/output/grok_final/grok_N1024_latency_sweep.csv,10564.13452,10564.13452,missing,,,,missing,,,,,,,,,,,-9.410963571197144,,
