L,runtime,status,solve_s
0.0,8072669394.16,2,164.16
4000.0,8072785394.16,2,106.55
10000.0,8072959394.16,2,151.48
250000.0,8085440811.719999,2,1358.76
500000.0,8145874177.760001,2,6107.44
